"prod_id","prod_brand","prod_name","prod_desc","prod_cost","prod_rating","rev_count","prod_url"
286,"Apple","Apple iPhone 5c 32GB (White) - Sprint (White)","None White 16 gb green sprint iphone 5c with new white screen.",-1.00,4.30,5,"http://www.amazon.com/Apple-iPhone-5c-32GB-White/dp/B00FXLC76Q"
287,"Apple","Apple iPhone 5C Pink 16GB Unlocked LTE Smartphone (Certified Refurbished)","e iPhone 5C has the things that made iPhone 5 an amazing phone - and more. All in a completely new design.",249.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Refurbished/dp/B015ESHOVA"
288,"Apple","Apple iPhone 5C SIM Free Unlocked 16GB Green","None Green Design. Brilliant colour. And construction. With an all-new design, this is iphone as you've never seen it - or held it. Iphone 5c is beautifully, unapologetically plastic, the better to bring its five decidedly uncommon colours to life. Beneath the smooth surface of the seamless outer shell, a steel-reinforced frame provides structural integrity. So iphone 5c feels reassuringly solid in your hand. A6 chip. It does everything fast. Except drain your battery. Launch your favourite apps. Load your favourite blog. Download and watch the jaw-dropping video that just showed up in your inbox. Power through games with console-level graphics. Do all the things you love doing on iphone - at the speeds you've come to expect. Iphone 5c supports more networks than ever before. So now, even more people can experience fast download and upload speeds. Meanwhile, the number of carriers supported by iphone throughout the world continues to grow. So when you're travelling, you can take advantage of ultra-fast networks in more places. The 8mp isight camera delivers startlingly sharp photo quality thanks to features like a sophisticated five?element lens. And panorama, which lets you get stunning high?resolution shots of things like packed football stadiums. The scottish highlands. Or the marching band your friend hired to play ""happy birthday"" outside your window. Iphone 5c also comes with a new camera app that raises your photography game. Now you can shoot images in a square format. And choose from eight live filters than can be applied before or after you take your photo. Use the instant filter to give a group shot at the beach a vintage colour look. Make a sunset even more vivid with the chrome filter. Or choose noir to capture a self-portrait in dramatic black and white.",-1.00,3.00,2,"http://www.amazon.com/Apple-iPhone-5C-Unlocked-Green/dp/B003PJBWOQ"
289,"Apple","Apple iPhone 5S Space Gray 16GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5S Space Gray 16GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",349.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFEF9G"
290,"Apple","Apple iPhone 5c 32GB (Green) - AT&amp;T","None 32 GB Green Product Description This more-affordable version of the iPhone 5 puts the same features into a colorful unibody shell. Key features include high-resolution display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus front camera. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",-1.00,3.90,294,"http://www.amazon.com/Apple-iPhone-5c-32GB-Green/dp/B00F3IOIPC"
291,"Apple","Apple iPhone 6 Plus 64GB Unlocked Smartphone - Gold (Certified Refurbished)","None 64GB Gold Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",729.99,5.00,2,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-Smartphone/dp/B014KHIMVM"
292,"Apple","iPhone 5 16GB black","None Black iPhone 5 - 16 GB - black",-1.00,-1.00,0,"http://www.amazon.com/Apple-A1429-iPhone-16GB-black/dp/B009F1ONZ8"
293,"Apple","Apple iPhone 5S Gold 16GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5S Gold 16GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",349.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFE5AU"
456,"BlackBerry","Blackberry Q5 Black Unlocked","None Black The BlackBerry Q5 features a classic BlackBerry Keyboard with discrete keys that are elegantly deisgned to help you type fast and accurately.",154.99,4.20,141,"http://www.amazon.com/BlackBerry-Q5-Blackberry-Black-Unlocked/dp/B00DI7ZSSQ"
294,"Apple","Apple iPhone 6 Plus - Unlocked Phone (Gold)","iPhone 6. Bigger than bigger. iPhone 6 isn't simply bigger - it's better in every way. Larger, yet dramatically thinner. More powerful, but remarkably power efficient. With a smooth metal surface that seamlessly meets the new Retina HD display. It's one continuous form where hardware and software function in perfect unison, creating a new generation of iPhone that's better by any measure. iPhone 6 boasts the new Retina HD display, a bigger Multi-touch display with brilliant colors and higher contrast at even wider viewing angles. Hugely powerful, enormously efficient with 64-bit desktop-class architecture, the new A8 chip and M8 motion coprocessor. iSight camera makes it so remarkably easy. Now, in addition to its large 1.5-micron pixels and &#x192;/2.2 aperture, the world's most popular camera is packed with new technologies to help everyone take more great photos. Faster wireless. Far and wide. A superfast connection can make you feel like the whole world is within reach. That's why iPhone 6 has faster LTE download speeds and more LTE bands than any other smartphone. Touch ID provides Security, Right at your &#xFB01;ngertip. Your fingerprint is the perfect password. Our breakthrough Touch ID technology uses a unique fingerprint identity sensor to make unlocking your phone easy and secure. Apple Pay will change how you make purchases with breakthrough contactless payment technology and unique security features built right into the devices you have with you every day. So you can use your iPhone to pay in a simple, secure, and private way. iOS 8 is the biggest iOS release ever. iOS 8 has new capabilities and functions that let you do things you could only imagine before, like using Siri to control the devices in your home or using your health and fitness apps to communicate with your doctor.",-1.00,-1.00,0,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-Phone/dp/B00WB09IH8"
295,"Apple","Apple iPhone 4S mobile phone 16Gb Black MD865LL/A - Virgin Mobile","works like new. bare phone only (no charger or ear-phone). no visible scratch.",-1.00,4.70,31,"http://www.amazon.com/Apple-iPhone-mobile-phone-MD865LL/dp/B00AC7WWGG"
296,"Apple","Apple iPhone 5 White 32GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5 White 32GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",279.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFEKIM"
297,"Apple","Apple iPhone 6 Plus Space Gray 16GB Unlocked Smartphone (Certified Refurbished)","None 16GB Space Gray What's in the box: Certified Refurbished iPhone 6 Plus Space Gray 16GB Unlocked , USB Cable/Adapter. Comes in a Generic Box with a 1 Year Limited Warranty.",679.99,5.00,2,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Refurbished/dp/B00YD54J8W"
298,"Apple","Apple iPhone 5c 32GB (Pink) - AT&amp;T","None 32 GB Pink Product Description This more-affordable version of the iPhone 5 puts the same features into a colorful unibody shell. Key features include high-resolution display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus front camera. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",-1.00,3.90,294,"http://www.amazon.com/Apple-iPhone-5c-32GB-Pink/dp/B00F3INOCA"
299,"Apple","Apple iPhone 6 Plus, Silver, 128 GB (Sprint)","None Silver 128 GB None None Display None None None None None None None None None None iSight Camera None None None None None None None None None None None None None None None None Video Recording None None None None None None None None None None None Cellular and Wireless None None None None None None Power and Battery None None None None None None None None SIM card None None None None None In the Box None None None None Documentation",-1.00,4.20,42,"http://www.amazon.com/Apple-iPhone-Plus-Silver-Sprint/dp/B00NQHYU0K"
300,"Apple","2015 Newest Apple iPhone 6s 4.7 inch 4G LTE GSM Unlocked Smartphone with International Warranty, 64GB, Gold (Certified Refurbished)","None 64GB Gold The moment you use iPhone 6s, you know you¡¯ve never felt anything like it. With just a single press, 3D Touch lets you do more than ever before. Live Photos bring your memories to life in a powerfully vivid way. And that¡¯s just the beginning. Take a deeper look at iPhone 6s, and you¡¯ll find innovation on every level.3D Touch The next generation of Multi Touch. The original iPhone introduced the world to Multi-Touch, forever changing the way people experience technology. With 3D Touch, you can do things that were never possible before. It senses how deeply you press the display, letting you do all kinds of essential things more quickly and simply. And it gives you real-time feedback in the form of subtle taps from the all-new Taptic Engine. 12MP pictures. 4K videos. Live Photos. Lasting memories.A9. The most advanced chip ever in a smartphone. A breakthrough design. Pushed even further.",919.00,5.00,1,"http://www.amazon.com/Apple-Smartphone-International-Certified-Refurbished/dp/B015KNMO5U"
301,"Apple","Apple iPhone 6 Plus 16GB Unlocked Smartphone - Silver (Certified Refurbished)","None 16GB Silver Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 14 Hours (3G), Standby: Up to 250 Hours (3G)",669.99,5.00,2,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-Smartphone/dp/B0147LTCLU"
302,"Apple","APPLE IPHONE 6S 64GB A1688 4.7&quot; INCH GOLD FACTORY UNLOCKED 4G/LTE CELL PHONE","None None None None None None None None None None None None None None None None None None None None None",849.95,-1.00,0,"http://www.amazon.com/APPLE-IPHONE-A1688-FACTORY-UNLOCKED/dp/B015EQT79Y"
303,"Apple","Apple iPhone 5c 32GB - Unlocked - (White)","None White 32 GB This iPhone 5C includes an H2O Wireless SIM card and H2O Wireless $60 Monthly Unlimited plan. H2O Wireless $60 Monthly Unlimited plan offers Unlimited Talk, Text, MMS and International Text and Unlimited Data (2.5GB at full 4G LTE speeds). It also features an Unlimited Calling to 50+ countries PLUS $20 International calling credit.",429.95,4.20,353,"http://www.amazon.com/Apple-iPhone-5c-32GB-Unlocked/dp/B00SHY79QO"
304,"Apple","Iphone 4 8gb Pageplus White All Apps Works Great! Maps,gps,mms,internet","8-9/10 Good Condition. Use Page Plus's Verizon Network Access with this Verizon iPhone 4 - 8GB. Package includes: iPhone, 2 x usb data charging cables, 2 x usb wall plugs, 2 x screen protectors, 1 x screen cloth. The iPhone will arrive with a new phone number that is compatible with your area code. If you already have a Page Plus account and wish to use your current number, simply message us. 30 Day Warranty. Fast Shipping.",114.47,5.00,2,"http://www.amazon.com/Iphone-Pageplus-White-Works-internet/dp/B00KE7W4SA"
305,"Apple","Apple iPhone 4 8GB Black UNLOCKED Verizon. Comes With Original Apple USB Charging Cable, &amp; Wall Charging Adapter.","Looks New. Screen Has Original Plastic Protection Still On. Includes Apple iPhone 4, Original Apple Charging Cable, &amp; Wall Charging Adapter. Original Box Lost, So Not Included. UNLOCKED.",-1.00,-1.00,0,"http://www.amazon.com/Apple-UNLOCKED-Verizon-Original-Charging/dp/B0118BISU8"
306,"Apple","Apple iPhone 4S 32GB Black - Unlocked","None Black None The iPhone 4S is the follow-up to the very popular iPhone 4 and features a faster Apple A5 dual-core processor and improved 8 megapixel camera. The iPhone 4S also features Siri - a new voice assistant heeding natural-language questions and commands, and taking dictation. Other features of this smartphone include a gorgeous 3.5-inch high-resolution display, full web browser, Bluetooth compatibility, multi-format music player, WiFi, and 32GB of of internal memory. The iPhone 4S also comes equipped with GSM, CDMA, and WCDMA modes for international use. None None",-1.00,3.60,189,"http://www.amazon.com/Apple-iPhone-4S-32GB-Black/dp/B0065V3T9M"
307,"Apple","Apple iPhone 5C Green 8GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5C Green 8GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",199.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFESXY"
308,"Apple","Apple iPhone 4S A1387 8GB VZ Black Grade B Refurbished","Grade B Refurbished. Apple iPhone 4S (4s) Smart Phone Shoot stunning 1080p HD video everywhere you go. The Retina display is the highest resolution phone screen ever. In fact, the iPhone 4S pixel density is so high that the human eye is unable to distinguish individual pixels. Apple iPhone 4S (4s) is the most amazing iPhone yet, packed with incredible new features including Apple's dual-core A5 chip for blazing fast performance and stunning graphics. Features: Dual-core ""Apple A5"" processor, Video recording. In 1080p amazing HD, LED-backlit 960x640 326 ppi multi-touch ""Retina"" display, Up to 40 hours of audio playback, Up to 10 hours of video playback, Up to 200 hours of standby time. Grade B units are clean and fully functional units and will have small but visible cosmetic blemishes such as scratches and marks. No dents or other damage. Specifications: Brand: Apple, Series: 4S, Model: 4S, Condition: Refurbished, Grade: Grade B, UPC: 798578129581, Included Units: 1, Manufacturer Part Number: A1387, Network: Verizon, Cellular Band: CDMA, Contract: Without Contract, Lock Status: Use 3rd Party Software to Unlock, Color: Black, RAM: 512MB, Style: Bar, GPS: Yes, Bundled Items: Charger and cable, Device Platform: iOS 5.0, Device OS: iOS Apple, CPU: A5, CPU Speed: 800MHz, Storage Capacity: 8GB, Internal Storage: Yes, Expandable Storage: No, Device Screen Size: 3.5"", Display Size: 3.5"", Display: Retina, Wi-Fi: 802.11b/g/n, Bluetooth: Yes, Device USB Ports: Yes, Device HDMI Port: No, Video Playback: Yes, Audio Playback: Yes, Cameras Included: 2, Back Camera: 8MP, Front Camera: VGA, Device Battery Type: Li-ion, Battery Capacity: 1432 mAh, Wireless Charging: No, Dock Conection: Yes, Waterproof: No, Stylus Included: No.",-1.00,-1.00,0,"http://www.amazon.com/Apple-iPhone-4S-A1387-Refurbished/dp/B015R4F2UQ"
309,"Apple","Apple iPhone 5C White 8GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5C White 8GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",199.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFF194"
310,"Apple","Apple iPhone 5 Black 32GB Unlocked Smartphone (Certified Pre-Owned)","What's in the box: Apple iPhone 5 Black 32GB Unlocked Smartphone (Certified Pre-Owned)USB Cable/Adapter. Comes in a Generic Box with a 90-day Limited Warranty.",279.95,-1.00,0,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Pre-Owned/dp/B013HFEGYU"
311,"Apple","Apple iPhone 6 Gold 128GB Unlocked Smartphone (Certified Refurbished)","None 128GB Gold What's in the box: Certified Refurbished iPhone 6 Gold 128GB Unlocked , USB Cable/Adapter. Comes in a Generic Box with a 1 Year Limited Warranty.",749.99,3.70,11,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Refurbished/dp/B00YD54CES"
312,"Apple","Apple iPhone 5c 32GB (Green) - Sprint","None 32 GB Green Product Description PLEASE NOTE: During the testing process, our technician made the following functionality note(s): Please note that this phone's earpiece is more quiet than normal. This means that at max volume, the phone will not be as audible when compared to another phone's earpiece. This item is LOCKED for use with only the advertised carrier(s). This device is guaranteed to be compatible with the original carrier(s) only. Please refer to the item specifics section of the listing or the item title to verify compatible service providers. This is a USED item with REAL PHOTOS of the EXACT, unique device you will actually receive! Please refer to the photos to review the cosmetic condition ~ Make sure to check with your cellular carrier to verify that this model will work with your service including compatibility with 3g/4g data services (especially on unlocked phones). This phone is guaranteed to have a clean ESN/IMEI or your money back! From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",-1.00,3.60,237,"http://www.amazon.com/Apple-iPhone-5c-32GB-Green/dp/B00F3IIVV4"
313,"Apple","iPhone 5C 16GB White -Cricket Wireless (White)","None White Brand New Cricket iPhone 5C, White, 16GB, OEM Sealed Box with all Accessories, Never Used. We make no warranties and do not offer returns for opened product that is attempted to be used on a different network, these phones are designated as Cricket units. We do not know if the phones will activate onto other carriers nor do we provide Unlocking services. Pictures are of actual product.",-1.00,5.00,10,"http://www.amazon.com/iPhone-16GB-White--Cricket-Wireless/dp/B00RLHKJ42"
314,"Apple","Apple iPhone 5c 32GB (Yellow) - Verizon Wireless","None 32 GB Yellow Product Description This more-affordable version of the iPhone 5 puts the same features into a colorful unibody shell. Key features include high-resolution display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus front camera. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",449.95,4.00,210,"http://www.amazon.com/Apple-iPhone-5c-32GB-Yellow/dp/B00F3IG1TI"
315,"Apple","Apple iPhone 4 Black Smartphone 32GB (AT&amp;T)","Black 32GB iPhone 4. Comes with all accessories in box. Locked to AT&T; without contract. 3.5"" TFT capacitive display, Scratch-resistant surface, Multi-touch input method, Accelerometer, Proximity, Three-axis sensor, 32 GB, Wi-Fi 802.11 b/g/n, Two Cameras, GPS, Multitasking capable, A4 CPU Product Features * Does not include AT&T; service contract * Facetime * Retina Display * Multitasking * HD Video Recording * 5MP Camera",-1.00,4.00,107,"http://www.amazon.com/Apple-iPhone-Black-Smartphone-32GB/dp/B0041E5G32"
316,"Apple","Apple 64GB iPhone 4S White (Factory Unlocked)","This Brand New iphone 4S 64GB White phone comes in Original box with all Original accessories in the box. This Apple iphone 4s is Factory Unlocked for any GSM and will work with any GSM network in the world.",-1.00,3.80,32,"http://www.amazon.com/Apple-iPhone-White-Factory-Unlocked/dp/B005VX6VX6"
317,"Apple","Apple iPhone 6 64GB Unlocked Smartphone - Gold (Certified Refurbished)","None 64GB Gold Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 14 Hours (3G), Standby: Up to 250 Hours (3G)",709.99,3.70,11,"http://www.amazon.com/Apple-iPhone-64GB-Unlocked-Smartphone/dp/B0147LT9TA"
322,"Apple","Apple iPhone 5c 32GB (Blue) - Sprint","None Blue None The iPhone 5c puts all of the features of the iPhone 5 into a completely new design colorful unibody shell that feels great in your hand. It features 4G LTE data, high resolution 4-inch display, Siri voice assistant, AirPlay media streaming, 8-megapixel main camera plus 1.2MP HD front camera. This iPhone 5c is also equipped with 32GB storage, WiFi, Bluetooth compatibility, multi-format music player, and quadband GSM and WCDMA modes for international use. None None",-1.00,4.30,5,"http://www.amazon.com/Apple-iPhone-5c-32GB-Blue/dp/B00G9BWAPM"
323,"Apple","Iphone 3G 8GB Black factory Unlocked","Iphone 3g 8Gb, black, factory unlocked, used, good working condition,",-1.00,2.50,2,"http://www.amazon.com/Iphone-8GB-Black-factory-Unlocked/dp/B00POQ3FP2"
324,"Apple","Apple iPhone 4 8GB, Unlocked (Black)","Model A1349 - Has a Camera.",-1.00,4.20,38,"http://www.amazon.com/Apple-iPhone-8GB-Unlocked-Black/dp/B0098F8EOC"
325,"Apple","Apple Iphone 6s 64GB Rose Gold Unlocked (AT&amp;T version)","works on ATT network.",949.99,-1.00,0,"http://www.amazon.com/Apple-Iphone-64GB-Unlocked-version/dp/B015V2XLOI"
326,"Apple","Apple iPhone 4s Black 16GB (Straight Talk Net 10) PrePay NEW Battery Installed!","Apple iPhone 4s 16GB Black Straight Talk Net 10 Ting Network, Prepay or Pay as you go",249.98,-1.00,0,"http://www.amazon.com/Apple-iPhone-Straight-Battery-Installed/dp/B01318J3QO"
327,"Apple","Apple iPhone 6 16GB Unlocked Smartphone - Silver (Certified Refurbished)","None 16GB Silver Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. Other Features include: Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi hotspot, Bluetooth: v4.0, A2DP, USB: v2.0, GPS: with A-GPS, GLONASS, Browser: HTML (Safari), Messaging: iMessage, SMS (threaded view), MMS, Email, Push Email, Built-in rechargeable lithium-ion Battery, Talktime: Up to 14 Hours (3G), Standby: Up to 250 Hours (3G)",609.99,3.70,11,"http://www.amazon.com/Apple-iPhone-16GB-Unlocked-Smartphone/dp/B0147LT3BO"
328,"Apple","Apple iPhone 4 8GB - White - AT&amp;T","Phone is locked to AT&T; network. Your music and TV shows. Wherever you want them. You never know when you'll suddenly be in the mood to listen to a favorite song or rewatch that hilarious sitcom episode. With iCloud, you can have iTunes automatically download new music purchases to all your devices the moment you tap Buy. You can also access past music and TV show purchases from any of your devices - wirelessly and without syncing.1 Elegant and intuitive interface. You know how to use iPhone from the first time you pick it up. That's because the revolutionary Multi-Touch interface in iOS was designed for your finger. And the simple, beautiful Home screen is the easiest place to start. From built-in apps to over 500,000 apps available from the App Store. From making a FaceTime call to editing a video with iMovie. Everything you touch is easy, intuitive, and fun. The world's largest collection of mobile apps. With thousands of apps in practically every category, iOS is the platform for the world's largest collection of mobile apps. Apple gives third-party developers a rich set of tools and APIs, and they've created apps and games that redefine what a mobile device can do. Where do you find these apps? Just browse the App Store on your iPhone and download them with a tap.",169.99,4.00,17,"http://www.amazon.com/Apple-iPhone-8GB-White-AT/dp/B005Z9IQE8"
329,"Apple","Apple iPhone 6 16GB Factory Unlocked GSM Smartphone, Silver/White + SHARKK 10,000mAh Portable Charger (Bundle)","None Silver/White Phone Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",699.99,-1.00,0,"http://www.amazon.com/Apple-Factory-Unlocked-Smartphone-Portable/dp/B015RWPR7Q"
330,"Apple","Apple iPhone 6 Plus Silver 128GB Unlocked Smartphone (Certified Refurbished)","None 128GB Silver What's in the box: Certified Refurbished iPhone 6 Plus Silver 128GB Unlocked , USB Cable/Adapter. Comes in a Generic Box with a 1 Year Limited Warranty.",799.99,5.00,2,"http://www.amazon.com/Apple-Unlocked-Smartphone-Certified-Refurbished/dp/B00YD54Q0I"
331,"Apple","Apple iPhone 6 128GB (4.7-inch) 4G LTE Factory Unlocked GSM Dual-Core Smartphone - Gold","The iPhone 6 Plus is Apple&apos;s largest smartphone ever, with a 5.5-inch display and a resolution of 1080 x 1920 pixels -- good for a pixel density of 401 ppi. The rest of the highlights of Apple&apos;s first phablet include a 64-bit dual-core A8 processor with an M8 co-processor, an 8-megapixel iSight camera with optical image stabilization and a two-tone LED flash, and, for the first time for an Apple device -- an NFC chip that facilitates mobile payments through the company&apos;s Apple Pay service.",-1.00,-1.00,0,"http://www.amazon.com/Apple-4-7-inch-Unlocked-Dual-Core-Smartphone/dp/B00NU14TRQ"
332,"Apple","Apple iPhone 5c Unlocked Phone - Retail Packaging - Blue","None blue 2G: GSM 850/900/1800/1900, 3G: HSDPA 850/900/1700/1900/2100 , 4G: LTE (carrier dependent). Will not work with CDMA carriers like Verizon and Sprint.",378.51,-1.00,0,"http://www.amazon.com/Apple-iPhone-Unlocked-Phone-Packaging/dp/B00TJTLUKC"
333,"Apple","Apple iPhone 6 Plus 128GB Unlocked Smartphone - Gold (Certified Refurbished)","None 128GB Gold Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",799.99,5.00,2,"http://www.amazon.com/Apple-iPhone-128GB-Unlocked-Smartphone/dp/B0147LTAA8"
334,"Apple","Apple iPhone 6S Plus (Unlocked) - SHIPS 9/25 WORLDWIDE (Gold (64GB) 6S Plus)","Brand new iPhone 6S Plus 64GB Gold",-1.00,4.10,21,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-WORLDWIDE/dp/B015RDRT8A"
335,"Apple","Apple iPhone 5c 32GB (White) - Sprint","None 32 GB White Product Description This is a USED item with REAL PHOTOS of the EXACT, unique item you will actually receive! Please refer to the photos to review the cosmetic condition ~ Please check with your cellular carrier to verify 3g/4g data compatibility on ALL unlocked phones!! Guaranteed to have a clean ESN/IMEI or your money back! This listing includes REAL PHOTOS of the item you will receive! This item is LOCKED for use with only the advertised carrier(s). This device is guaranteed to be compatible with the original carrier(s) only. Please refer to the item specifics section of the listing or the item title to verify compatible service providers. From the Manufacturer Apple New iPhone 16GB (Black) - Unlocked",-1.00,3.60,237,"http://www.amazon.com/Apple-iPhone-5c-32GB-White/dp/B00F3II3YE"
336,"Apple","Apple iPhone 6 Plus 64GB Unlocked Smartphone - Silver (Certified Refurbished)","None 64GB Silver Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display.",749.99,5.00,2,"http://www.amazon.com/Apple-iPhone-Plus-Unlocked-Smartphone/dp/B00UAP9UW4"
337,"Apple","Apple iPhone 6 4G LTE 16GB 4.7&quot; Unlocked Mobile Phones Space Gray","Apple iPhone 6 4G LTE 16GB 4.7"" Unlocked Mobile Phones iPhone 6 isn't simply bigger - it's better in every way. Larger, yet dramatically thinner. More powerful, but remarkably power efficient. With a smooth metal surface that seamlessly meets the new Retina HD display. It's one continuous form where hardware and software function in perfect unison, creating a new generation of iPhone that's better by any measure. iPhone at its largest. And thinnest. iPHONE 6 - 4.7inches, 6.9mm Not just a bigger display. A better display. It's one thing to make a bigger display. It's something else entirely to make a bigger Multi&#x2011;Touch display with brilliant colors and higher contrast at even wider viewing angles. But that's exactly what we did with the new Retina HD display. Hugely powerful. Enormously e&#xFB03;cient. iPHONE 6 RESOLUTION - 1334 × 750 Built on 64-bit desktop-class architecture, the new A8 chip delivers more power, even while driving a larger display. The M8 motion coprocessor efficiently gathers data from advanced sensors and a new barometer. And with increased battery life, iPhone 6 lets you do more, for longer than ever. 64-bit ARCHITECTURE A8 CHIP M8 MOTION COPROC The camera that changed photos now does the same for video. The iSight camera has a new sensor with Focus Pixels and new video features, like 1080p HD at 60 fps, slo-mo at 240 fps, and time-lapse video mode. So you'll have more reasons to capture more moments on video, too. iPhone 6 has faster LTE download speeds, and it supports more LTE bands than any other smartphone so you can roam in more places. And when connected to Wi-Fi, you'll get up to 3x faster speeds. Security. Right at your fingertip. The breakthrough Touch ID technology lets you securely access your iPhone with the perfect password: your fingerprint. You can also use it to approve purchases from iTunes, iBooks, and the App Store without having to enter your password.",-1.00,-1.00,0,"http://www.amazon.com/Apple-iPhone-Unlocked-Mobile-Phones/dp/B0166KVOVQ"
407,"BlackBerry","BlackBerry Passport Factory Unlocked Cellphone, 32GB, Black","None Black Phone Only The BlackBerry Passport smartphone challenges the smartphone status quo with a large square touch screen and touch-enabled keyboard.",499.00,4.50,1257,"http://www.amazon.com/BlackBerry-Passport-Factory-Unlocked-Cellphone/dp/B00NET0PVI"
338,"Apple","Apple iPhone 4S 32GB Black or white (Factory Unlocked) GSM SMART PHONE (A++ QUALILY) WITH 45 DAYS WARRANTY","Apple iPhone 4S 32GB Black or White Factory Unlocked GSM Phone. It is look like NEW. It has 30 days seller warranty. No contract is required. This phone is ready to be used with an existing or new service. Will work with most carriers that use SIM cards - please verify before placing order. This iPhone works on GSM carriers that use a SIM card such as prepaid services that use T-Mobile or AT&amp;T towers such as Aio Wireless, AirVoice Wireless, Black Wireless, Consumer Cellular, Divvy, GHz Cellular, good2GO Mobile, H2O Wireless, iQ Cellular, Jolt Mobile, NET10 Wireless, Phonata, Pure TalkUSA, Red Pocket Mobile, SIM Shalom Mobile, SkyView Wireless, Straight Talk,Lyca, Ultra, Simple Mobile etc. Note: This iPhone does NOT work on CDMA networks such as Sprint, Verizon, Virgin, Boost, etc.The accessories are not original. Includes: &#x2022;Apple iPhone 4S box &#x2022;Black iPhone 4S 32GB Factory Unlocked &#x2022;Apple iPhone 4S charger &#x2022;Apple iPhone 4S USB cable &#x2022;Apple iPhone Headphone &#x2022;No contract required! This phone is ready to be used with an existing service or with a new one. RETURN POLICY You can return it within 14 days but 20% restocking fee will be apply for return. We do not pay shipping costs for returns. All the returned items should be in the same condition as you received them, including the accessories (no broken, burn or water damage). Buyer is completely responsible for checking carrier / network compatibility with their carrier before purchase.",-1.00,-1.00,0,"http://www.amazon.com/Apple-Factory-Unlocked-QUALILY-WARRANTY/dp/B014CJXJD4"
