"prod_id","prod_brand","prod_name","prod_desc","prod_cost","prod_rating","rev_count","prod_url"
880,"Nokia","Nokia E90 Communicator Unlocked Phone with 3.2 MP Camera, 3G, Wi-Fi, GPS, Media Player, and MicroSD Slot--U.S. Version with Warranty (Mocha)","Product Description The Nokia E90 Communicator features 3G, HSDPA and WLAN for true Broadband connections and global coverage using quad band GSM 850/900/1800/1900 and WCDMA 2100. A QWERTY keypad, active matrix color display with 800 x 352 pixels x 16M colors, and features you typically rely on your PC for, gives the Nokia E90 Communicator ""all in one&#xBF;, laptop, PDA and phone functionality to accomplish any business task. The Nokia E90 Communicator also includes a built-in GPS receiver that works as a stand-alone positioning device using GPS satellites. Use the Nokia E90 Communicator to navigate and find your location using the built-in maps. Amazon.com The Nokia E90 features a combination of advanced technologies that will enhance the way you experience work in a mobile world, by allowing faster and enhanced access to important information for greater collaboration and productivity. At first glance, it's a candybar-style phone, but the top flips up to reveal a widescreen LCD and full QWERTY keyboard. Perfect for frequent travelers, it provides quad-mode global GSM connectivity so you can stay in touch wherever you roam. It's also compatible with speedy 3G networks (UMTS 2100) for lightning quick multimedia downloads and web browsing, as well as Wi-Fi connectivity (802.11b/g) for accessing open networks at home or on the road at hotspots. Locate meeting venues, restaurants, and places of interest with the integrated GPS, and increase mobile productivity with applications for browsing and editing documents. Other features include a 3.2-megapixel digital camera with flash, a secondary QCIF camera for video calling, Bluetooth connectivity for communication headsets, 128 MB of onboard memory, MicroSD expansion, FM radio, digital audio player, Symbian OS, and up to 5.8 hours of GSM talk time. None None None None None None None None None At first glance, the Nokia E90 has a candybar form factor, but it opens up to reveal much more under the hood. None None None None None None None None None None None The full QWERTY keyboard and widescreen LCD makes it easy to view full Web pages and edit documents. The top of the phone has a standard numeric keypad, navigation pad, soft keys, and 2-inch color LCD (with a 240 x 320-pixel resolution). The internal screen has an 800 x 352-pixel resolution--capable of displaying the full width of a web page at once--and both displays produce brilliant imagery thanks to support for 16 million colors. A QCIF camera sits at the top left corner of the internal screen for video calls, while a lens on the back of the device captures still images up to 3.2 megapixels in size. Camera functions include an LED flash, red-eye reduction, and self-timer. You can also record video at up to VGA resolution and 30 frames per second. The E90 also has an integrated GPS and Nokia Maps application to provide help in finding routes and locating services. Getting on the Internet is easy with the E90. In addition to 3G UMTS (UMTS/WCDMA 2100 MHz) network connectivity, the phone also supports high-speed EDGE and GPRS data connectivity. The integrated Wi-Fi connectivity (802.11b/g) enables you to make VoIP phone calls over an open network, and it offers a variety of security settings (WPA2-Enterprise, WPA2-Personal, WPA-Enterprise, WPA-Personal). When used with a carrier data plan and the phone's USB or Bluetooth data capability, the phone can also be used as a wireless modem for laptops and PDAs. The E90's innovative built-in browser, one of many enhancements included with the device's Symbian operating system--known as Series 60 9.1 Version 3--offers full HTML viewing as well as support for page zooming, CSS, JavaScript and other technologies that will bring you very close to a desktop PC browsing experience. The E90 supports PC synchronization standards via USB or Bluetooth, which means you can manage and synchronize contacts, calendars and other data with your PC. Nokia's PC Suite application makes this process a breeze. A number of handy software tools are bundled with the device, including a voice memo recorder, a calculator, and an alarm clock. Productivity tools bundled with the E61i include a word processor, a presentation viewer/editor, a spreadsheet viewer/editor, PDF viewer, and a zip file manager. The office applications are compatible with the most common features of Microsoft Word, PowerPoint, and Excel (MS Office 97 or later). Robust contact and calendar applications are also included. None None Up to 128 MB free memory for user data and applications MicroSD memory expansion up to 4 GB FM radio and digital audio player (compatible with MP3 and AAC) Supports Windows Live for mobile access to Windows Live Messenger and Windows Live Hotmail Mini USB, USB 2.0 full-speed 2.5mm Nokia audio connector with ECI Web browser (x)HTML, Flash Lite 2.0 supported Voice commands for menu short cuts, keypad lock, and profiles Voice recording for making notes or recording conversations Enhanced voice commands with Speaker-Independent Name Dialing (SIND), and voice aid for eyes-free control of core functions Polyphonic ring tones and vibrating alert T9 predictive text entry None Vital Statistics None",399.00,3.20,25,"http://www.amazon.com/Nokia-Communicator-Unlocked-Slot--U-S-Warranty/dp/B000PH9NNS"
881,"Nokia","Nokia Lumia 830 Orange Factory Unlocked GSM - International Version","None Orange This Brand New Nokia Lumia 830 Orange Factory Unlocked GSM phone comes in original box with all Original accessories in the box. This is GSM Network phone and it will NOT work on CDMA Network such as Sprint or Verizon.",340.00,4.60,103,"http://www.amazon.com/Nokia-Lumia-Orange-Factory-Unlocked/dp/B00NB5XFKI"
882,"Nokia","Nokia C6 Unlocked GSM Phone with Easy E-mail Setup, Side-Sliding Touchscreen, QWERTY, 5 MP Camera, and Free Ovi Maps Navigation (Black)","None Black Product Description Constantly stay in the loop and in the know with all of your closest family and friends with the Nokia C6. This sleek, stylish device features an impressive touchscreen display that slides back to reveal a full QWERTY keyboard for easy typing and messaging. With a customizable home screen and easy access to messaging on the go, the Nokia C6 stands out as a convenient, fun-to-use device designed to help you stay connected with everyone in your life. Get your hands on the large 3.2-inch HD touchscreen display that makes the Nokia C6 simple to navigate and a blast to operate. The customizable home screen helps you keep all your favorite contacts, apps and more all in one place for quick, one-touch access to the features you use most. Plus, with thousands of available apps, games, videos and more from Ovi Store, the possibilities for customization are almost endless. Sliding the touchscreen sideways reveals a full QWERTY keyboard to allow for fast and accurate typing whether messaging or surfing the web. Connect to those who matter most to you with social networking on the Nokia C6. Put your favorite social networks directly on your home screen, so you can always see what your friends are up to. For a more in-depth experience, access to your favorite social networks is just one touch away. Update your status, comment on your friends and family, or take pics with the 5 megapixel camera and share them on Facebook, MySpace, Flickr and Ovi Share. Then use preloaded Ovi Maps with free voice-guided navigation to get anywhere you need to go, then share your location on Facebook so your friends can meet up with you. Experience messaging made easy with home screen widgets to help seamlessly set up email and IM accounts. Several popular email (like Gmail, Yahoo, Hotmail, Ovi Mail and more) and IM services (including Yahoo, Google, ICQ and more) are supported. Reach out and touch everyone today with the Nokia C6. Amazon.com None Great for mobile messaging and social networking as well as providing excellent voice communications, the Symbian-based Nokia C6 smartphone combines a 3.2-inch touchscreen display with a side-sliding full QWERTY keyboard. The large screen offers an excellent Internet viewing experience, and it also features a full suite of e-mail and social networking capabilities. Update your status, comment on your friends and family, or take pics with the 5-megapixel camera and share them on Facebook, MySpace, Flickr and Ovi Share. None None None None None None None None The Nokia C6 in black with 3.2-inch touchscreen, slide-out QWERTY keyboard, and access to social networking, messaging, and both personal and corporate e-mail. None None None None None None None 5-megapixel camera for on-the-go snapshots and VGA-quality video. You'll stay on track thanks to the integrated GPS with free Ovi Maps Navigation for voice-guided directions, and you can discover and download apps and games via the pre-loaded Ovi Store. Enjoy push e-mail and easy messaging with home screen widgets to help seamlessly set up e-mail, with support for several personal e-mail services (like Gmail, Yahoo!, Hotmail, Ovi Mail and more) along with corporate e-mail (Mail for Exchange). The Nokia C6 comes with a pre-loaded 2 GB microSD memory card that includes Ovi Maps data for the US, Ovi Suite, and bonus content--no need to download anything from the Web or discs. And you can add more memory via optional microSD memory cards up to 16 GB in size. Other features include Wi-Fi networking, a full HTML Web browser with RSS feed support, multi-format digital media player, personal organizer tools, and up to 5 hours of 3G talk time (7 hours on standard GSM networks). None None None None Unlocked Phone This unlocked cell phone can be used with a GSM network service provider. It does not come with a SIM card, and it requires that you provide a SIM card for usage with your selected service provider. This phone comes with a full manufacturer's warranty. When paired with a compatible 3G network, you'll enjoy a high-speed connection offering a variety of feature-rich wireless services--from data connectivity to your office to multimedia streaming, and take advantage of simultaneous voice and data services. In areas not served by a 3G network, you'll continue to receive data service via EDGE network (depending on network compatibility). Note that the downloading of maps, games, music and videos and uploading of images and videos involves transferring large amounts of data. Your service provider may charge for the data transmission, and the availability of particular services and features may vary by carrier. None None None None None None None None None larger image None None None Key Features None None Fast 3G connectivity None Integrated assisted GPS (A-GPS) receiver with free Ovi Maps Learn more None 3.2-inch touchscreen None Personalize your home screen None Slide-out full QWERTY keyboard None 5-megapixel camera None Video capture capabilities None Digital audio/video player None FM radio None Wi-Fi networking (802.11b/g) None Bluetooth connectivity (version 2.0) None Memory expansion via microSD card slot None SMS and MMS messaging None Instant messaging None Supports e-mail accounts from more than a thousand ISPs None Full HTML Web browser None Watch YouTube videos None RSS reader feeds None Airplane mode Vital Statistics The Nokia C6 weighs 5.3 ounces and measures 4.46 x 2.09 x 0.66 inches. Its 1200 mAh lithium-ion battery is rated at up to 7 hours of GSM talk time and 5 hours of 3G talk time, plus up to 384 hours (16 days) of standby time. It runs on the 850/900/1800/1900 MHz GSM/GPRS/EDGE frequencies, plus 850/1900/2100 3G networks (HSDPA). What's in the Box Nokia C6 handset, rechargeable battery, compact travel charger, 2 GB microSD memory card (contains Ovi Maps data for the US, Ovi Suite, music tracks and wallpapers), stereo headset, connectivity cable, quick start guide, user manual None None Nokia now offers its Ovi Maps walk and drive navigation application free across the globe. Drivers receive turn-by-turn voice guidance including lane assistance, traffic information (in 10 countries including the U.S.), and safety camera and speed warnings, while pedestrians will be guided on shortcuts through parks and pedestrian-only zones in over 100 cities across the globe. And unlike other mobile navigation mapping solutions, Ovi Maps works offline--no cellular service is required. None None None None None None None None None Driving directions. None None None None None None None 3D landmarks. None None None None None None None None Lonely Planet guide. None None None None None None None Real-time weather. With the new Ovi Maps for mobile you get for free: None None Maps for over 180 countries None Drive and Walk navigation None My Position None New one box search None Save your favorite places and routes, None Car navigation with voice and visual instructions None Pedestrian navigation with routing None Get real-time weather information None Lonely Planet and Michelin None Discover the events happening nearby None Share your location on Facebook No Hidden Costs The new version of Ovi Maps comes with all the maps and high-end, car grade navigation features you need for free and is yours to keep for the life of the smartphone. No additional licenses needed for extra countries, regions or services like traffic information or city guides. Data charges from network operators may apply. Voice Guidance and Traffic Information Turn-by-turn, voice guided navigation comes free for both drivers and pedestrians. For drivers this includes lane assistance, traffic information, safety camera, and speed warnings. For pedestrians, this includes shortcuts through parks and pedestrian-only zones for over 100 cities around the world as well as 6,000 3D landmarks in over 200 cities to help you find exactly where you are. Unique Hybrid Technology Ovi Maps is built on an advanced technology called hybrid vector maps. Vector maps are high quality but less data intensive and allow you to continue to navigate even if you lose your network connection. This means that maps downloaded or updated across a network connection are about half the size of bulky bitmaps used by other mobile map providers. The hybrid technology ensures that, unlike other providers, any downloaded map data is stored on the device for future use. No Network Connection Required When Navigating Avoid expensive, battery-draining network connections with Nokia's unique hybrid technology. Maps can be pre-loaded on to your Nokia smartphone so you can set Ovi Maps to offline mode, saving battery power, and the navigation system will still work. This is particularly useful for those worried about data connection costs when travelling abroad or when you are travelling through areas with little or no network coverage. Best Global Coverage You take your mobile with you wherever you go in the world so, as standard, voice guided navigation for both pedestrians and drivers is available for 74 countries in 46 different languages and there are maps for over 180 countries. This gives you the best maps with the largest global coverage for free.",-1.00,4.00,230,"http://www.amazon.com/Nokia-Unlocked-Side-Sliding-Touchscreen-Navigation/dp/B003VNKLES"
883,"Nokia","Nokia 6288 Unlocked Cell Phone with 2 MP Camera, International 3G, Media Player, MiniSD Slot--International Version No Warranty (Black / White)","Product Description Nokia 6288 is 3G slider phone supporting video calling. It features 2 megapixel camera, multimedia players, Bluetooth and microSD slot for memory. Amazon.com Offering cutting-edge video, a large and bright screen, and serious style, the Nokia 6288 slider-style phone combines sleek, sophisticated good looks with user-friendly multimedia technology. Perfect for frequent travelers, it provides tri-mode global connectivity and 3G (UMTS) bandwidth so you can stay in touch wherever you roam and enjoy high-quality streaming audio and video. Other features include dual cameras (including a 2-megapixel camera for excellent still photos), multi-format digital audio player, Bluetooth connectivity for both communication headsets and stereo headphones, MicroSD expansion, and compatibility with PTT (walkie-talkie style push-to-talk technology). None None None None None None None None None Nicely compact, the Nokia 6288 is a multimedia powerhouse with 3G speed capabilities for audio and video streaming. A perfect fit for this phone's 3G multimedia capabilities, the 6288 has a brightly colorful TFT screen that displays 320 x 240 pixels and 262K colors. It comes with two integrated cameras: a 2-megapixel camera on the back side with full-screen landscape camera mode and camera flash, and a VGA camera on the front for video calling. It supports video calling and video share capabilities. The phone can record .3gp video in 640x480 resolution, while it can playback both 3GP and MP4 videos. The digital audio player supports MP3, MP4, AAC &amp; eAAC+, and the phone is compatible with 64-chord polyphonic, MP3, eACC+ and ACC ringtones. The integrated Bluetooth technology (version 2.0) allows handsfree communication with a compatible headset as well as the ability to exchange files with another Bluetooth compatible device. And, with the A2DP Bluetooth profile, you can stream your music to a pair of compatible Bluetooth stereo headphones. Additionally, you can connect to your PC using infrared or USB. None None None None None None None None None The elegant Nokia 6288 offers a sophisticated slider design. None None Two-way video call capability for face-to-face communication Preloaded applications: Calculator, World Clock II, Converter II (Currency, area, length, mass, temperature etc conversions) Over-the-air download of Java-based applications and games Push to talk: Real-time one-to-one and one-to-many voice communication. Select the person or group you want to talk to and press the Push to talk key to communicate, using your phone like a walkie-talkie Voice dialing and commands; voice recorder; integrated handsfree speaker Call waiting, call hold, call divert, call timer Conference calling None Vital Statistics None",159.00,1.00,1,"http://www.amazon.com/Nokia-6288-Unlocked-International-Slot--International/dp/B000SZQTM0"
884,"Nokia","Nokia Lumia 925 White 16GB Factory Unlocked - International Version - NO WARRANTY - 4G/LTE: LTE Bands 1, 3, 7, 8, 20","This Brand New Nokia 925 White 16GB Factory Unlocked GSM phone comes in Original Nokia box with all Original accessories in the box. This phone will NOT work on CDMA network such as Verizon or Sprint or any other CDMA networks.",-1.00,3.00,4,"http://www.amazon.com/Nokia-Lumia-White-Factory-Unlocked/dp/B00D6D3CHG"
885,"Nokia","Nokia C2-01 Black Unlocked GSM QuadBand 3G Bar Cell Phone","The Nokia C2 01 flaunts a fun, user friendly design that contributes to its functionality and surprisingly robust feature set. It offers everything one expects from a reliable cell phone, including SMS, MMS and email access, and a multimedia player. Featuring multimedia functions, a video capable digital camera, and memory expandable to up to 16GB via a microSD card slot, the Nokia C2 01 has additional features such as Flash Lite 3.0 and more, leaving it ready to serve a variety of needs. Bluetooth connectivity allows you to easily transfer data between devices or use a Bluetooth headset for safer, handsfree talking while you drive. Featuring support for GPRS, GSM, and EDGE networks, this Quad Band phone will keep you in touch across the globe, whether you find yourself in North America, Europe, or Asia. Nokia C2 01 makes a statement while keeping you in touch, in the loop, and productive regardless of where each day may take you.",-1.00,4.00,4,"http://www.amazon.com/Nokia-C2-01-Black-Unlocked-QuadBand/dp/B006HYA71K"
886,"Nokia","Nokia X6 X6-00 16GB Unlocked GSM Symbian OS Smartphone w/ Carl Zeiss Optics Camera - Black","The Nokia X6 Smartphone is a powerful entertainment and on-the-go social networking device.",79.99,4.00,2,"http://www.amazon.com/Nokia-Unlocked-Symbian-Smartphone-Optics/dp/B003ICW5XM"
887,"Nokia","Nokia 6131 Unlocked Cell Phone withCamera, Media Player, MicroSD Slot--International Version with No Warranty (Black)","Product Description Hidden beneath its luxurious, modern design and stylishly-polished metal surfaces combined with satin, the Nokia 6270 phone packs equally impressive features supported through the new Series 40 user interface. Use Active Standby to conveniently access your email, favorite applications, calendar entries or music directly from the idle screen of your phone. Amazon.com If you like the look and feel of Nokia phones, but you've been waiting for a powerful clamshell design from them, the wait is over. The quad-band Nokia 6131 packs a serious punch with support for EDGE data, dual high-resolution color displays, a 1-megapixel camera, Bluetooth, microSD memory expansion, a music player, and a whole lot more. None None None None None None None None None None interactive demonstration None Design None million None Calling Features None None Messaging, Internet and Tools None Getting on the Internet is easy with the 6131. It supports the GPRS data protocol, as well as the high-speed EDGE wireless data service. When used with your carrier data plan and the phone's USB or Bluetooth data capability, the phone can be used as a wireless modem for laptops and PDAs. The phone is bundled with a mobile Web browser, too. Meanwhile, T9 text entry, a technology that makes it easier for people to enter words and text on handsets, is built into the unit -- a plus for mobile email and text messaging users. The 6131 supports PC synchronization via USB or Bluetooth, which means you can manage and synchronize contacts, calendar and other data with your PC. Nokia's PC Suite application makes this process a breeze. A number of handy software tools are bundled with the 6131 including a voice memo recorder, a calculator, a calendar, a to-do list, and an alarm clock. None Imaging and Entertainment None If mobile music is your thing, you can load up your MP3, MP4, AAC, AAC+, eAAC+, and WMA audio files and listen to your heart's content via the stereo headset jack. The 6131 also comes with a built-in stereo FM tuner so you can listen to your favorite stations wherever you roam. And don't forget about the games! The phone comes with a perennial favorite, Snake, as well as 3D soccer. None Vital Statistics None",-1.00,3.00,37,"http://www.amazon.com/Nokia-6131-Unlocked-withCamera-Slot--International/dp/B000FS7398"
888,"Nokia","Nokia 8600 Unlocked Phone (Black)","High quality stainless steel metal covers, translucent, smoked glass over keypad, large display w/16M colors, MicroUSB connector, pulsing light under keymat",-1.00,1.50,5,"http://www.amazon.com/Nokia-8600-Unlocked-Phone-Black/dp/B000S5ODJ6"
889,"Nokia","Nokia E6 Unlocked GSM Phone with Touchscreen, QWERTY Keyboard, Easy E-mail Setup, GPS Navigation, and 8 MP Camera--U.S. Version with Warranty (Black)","None Black Product Description Get more done with the business-optimized Nokia E6 smartphone. Enjoy an amazingly bright touchscreen and full QWERTY keyboard, as well as the power to stay productive from virtually anywhere with easy access to business and personal email, social networks, work files, calendars, chat and more. The Nokia E6 smartphone is fully equipped to help you stay productive no matter where you are. Get the best of both worlds with touchscreen navigation as well as fast typing with the full QWERTY keyboard. Keep up on email with simple setup and instant email access for both your business and personal email accounts. The Nokia E6 also features a PDF reader and QuickOffice so you can view, edit and create Word, Excel and PowerPoint files right on your phone. You can even customize your Nokia E6 with thousands of apps and games from Ovi Store and enjoy free () navigation from Ovi Maps. With all these features, plus multiple customizable home screens, multiple calendars, an exceptional battery life, access to social networking sites like Facebook and Twitter, and an 8 megapixel camera, the Nokia E6 smartphone helps you take care of business. Be business and life savvy with the Nokia E6. ()Data charges may apply Amazon.com None None A sleek business smartphone with a full QWERTY keypad and a high resolution touch display, the Nokia E6 unlocked mobile phone helps you stay productive and connected with business and personal e-mail and fast data connectivity that's compatible with both AT&T;'s and T-Mobile's 3G networks. None None None None view larger Designed using premium materials such as glass and stainless steel, the device comes in a compact size that makes it easy to use with either one hand or two. The Nokia E6 offers exceptional battery life and the best out-of-the-box Microsoft messaging experience on a business smartphone, including access to Microsoft Exchange, Microsoft Communicator Mobile, and Microsoft SharePoint. It's also one of the first Nokia smartphones to include the complete update of the Symbian software user experience (codenamed Symbian Anna), which offers a host of usability enhancements, including improved text input, a faster internet browsing experience, and a refreshed Ovi Maps application. The new Symbian also offers true enterprise grade security with hardware accelerated encryption for business users, as well as new e-mail features such as full meeting request support. You get the best of both worlds with a full touch-and-type QWERTY keyboard for efficient typing and editing and an amazingly sharp touchscreen for easy navigation and touch-based apps. Customize your phone with thousands of apps from Ovi Store, and enjoy free navigation with Ovi Maps. Other features include an internal 8 GB memory, support for optional microSD memory cards (up to 32 GB in size), Wireless-N Wi-Fi (802.11b/g/n), Bluetooth 3.0 connectivity, 8-megapixel camera with HD 720p video capture, front-facing camera for video calls, full HTML web browser, and up to 7.5 hours of 3G talk time. None &nbsp; None &nbsp; None None None larger size Unlocked Phone This unlocked cell phone can be used with a GSM network service provider. It does not come with a SIM card, and it requires that you provide a SIM card for usage with your selected service provider. This phone comes with a full manufacturer's warranty. When paired with a compatible 3G network, you'll enjoy a high-speed connection offering a variety of feature-rich wireless services--from data connectivity to your office to multimedia streaming, and take advantage of simultaneous voice and data services. In areas not served by a 3G network, you'll continue to receive data service via EDGE network (depending on network compatibility). Note that the downloading of maps, games, music and videos and uploading of images and videos involves transferring large amounts of data. Your service provider may charge for the data transmission, and the availability of particular services and features may vary by carrier. Key Features None None None None view larger Touchscreen and QWERTY Keyboard in One It all comes together in an ultra compact smartphone. Photos and web pages look incredibly sharp on the full-touch display--plus you also get a real QWERTY keyboard that's ideal for fast, one-handed typing. Nokia E6 may be small, but it offers unbeatable power with its long-lasting battery. So powerful you can talk throughout your workday or watch four movies without a break. Microsoft Business Apps Nokia E6 syncs with Microsoft Outlook to deliver real-time e-mails, contacts and calendar entries direct to your home screen--at no extra cost. And now you can be even more productive. Create, edit and share Word, Excel and PowerPoint docs on the go and get in touch with colleagues using Microsoft Communicator Mobile. Fully Customizable Home Screens From day one your home screen is live and always up to date. New e-mails, the latest Facebook and Twitter feeds, news headlines, and much more--everything you need at a glance. And simply add shortcuts to the five customizable home screens to access even more of your favorite apps with one touch. None None Integrated assisted GPS (A-GPS) receiver with free Ovi Maps Learn more None Up to 10 business and personal e-mail accounts None Five customizable home screens None Full web browsing of real web pages None None None None None None None OS &amp; Software None None Symbian Anna OS None Included applications: None PC applications: Communications &amp; Internet None None Supports e-mail accounts from more than a thousand ISPs None Mail for Exchange mobile e-mail client None HTML support for e-mail None Social networking profiles None Unified MMS/SMS editor None Support for Microsoft Communicator Mobile None Advanced contacts database None Web browsing with touch control None RSS reader feeds Design and Hardware None None 2.46-inch capacitive touchscreen None Full physical QWERTY keyboard None Dedicated graphics processor None Removable battery None Memory None None 8 GB internal memory None Memory expansion via microSD card slot Camera None None 8-megapixel camera None HD 720p video capture None Secondary front-facing camera Multimedia None None Music player None Access to Ovi Music Store None Video player None FM radio Navigation None None Ovi Maps with free car and pedestrian navigation None Compass and accelerometer None Share your real time location with comments More Features None None 3.5mm headphone jack None Organizer tools None Speakerphone None None Vital Statistics What's in the Box Nokia E6 handset, rechargeable battery, charger, wired headset (WH-207), connectivity cable (CA-179), quick start guide None None None None None None None None None view larger Nokia offers its Ovi Maps walk and drive navigation application free across the globe. Drivers receive turn-by-turn voice guidance including lane assistance, traffic information (in 10 countries including the U.S.), and safety camera and speed warnings, while pedestrians will be guided on shortcuts through parks and pedestrian-only zones in over 100 cities across the globe. And unlike other mobile navigation mapping solutions, Ovi Maps works offline--no cellular service is required. With the Ovi Maps for mobile you get for free: None None Maps for over 180 countries None Drive and Walk navigation None My Position None New one box search None Save your favorite places and routes, None Car navigation with voice and visual instructions None Pedestrian navigation with routing None Get real-time weather information None Lonely Planet and Michelin None Discover the events happening nearby None Share your location on Facebook No Hidden Costs Ovi Maps comes with all the maps and high-end, car grade navigation features you need for free and is yours to keep for the life of the smartphone. No additional licenses needed for extra countries, regions or services like traffic information or city guides. Data charges from network operators may apply. Voice Guidance and Traffic Information Turn-by-turn, voice guided navigation comes free for both drivers and pedestrians. For drivers this includes lane assistance, traffic information, safety camera, and speed warnings. For pedestrians, this includes shortcuts through parks and pedestrian-only zones for over 100 cities around the world as well as 6,000 3D landmarks in over 200 cities to help you find exactly where you are. Unique Hybrid Technology Ovi Maps is built on an advanced technology called hybrid vector maps. Vector maps are high quality but less data intensive and allow you to continue to navigate even if you lose your network connection. This means that maps downloaded or updated across a network connection are about half the size of bulky bitmaps used by other mobile map providers. The hybrid technology ensures that, unlike other providers, any downloaded map data is stored on the device for future use. No Network Connection Required When Navigating Avoid expensive, battery-draining network connections with Nokia's unique hybrid technology. Maps can be pre-loaded on to your Nokia smartphone so you can set Ovi Maps to offline mode, saving battery power, and the navigation system will still work. This is particularly useful for those worried about data connection costs when travelling abroad or when you are travelling through areas with little or no network coverage. Best Global Coverage You take your mobile with you wherever you go in the world so, as standard, voice guided navigation for both pedestrians and drivers is available for 74 countries in 46 different languages and there are maps for over 180 countries. This gives you the best maps with the largest global coverage for free.",-1.00,4.10,104,"http://www.amazon.com/Nokia-E6-Touchscreen-Navigation-Camera--U-S/dp/B00519BEFA"
890,"Nokia","Nokia N9 16GB 3G Wifi GPS NFC GSM Unlocked MeeGo Touchscreen (Black)","The Nokia N9 is the first MeeGo-powered smartphone from the Finns, and we certainly hope it won't be the last because it's actually a rather decent piece of kit. The unibody polycarbonate chassis might feel a little plasticky to the touch, but it seamlessly integrates into the glass 3.9-inch OLED panel, which offers ClearBlack display technology to make the dark bits darker and the colours more vivid than ever before.",-1.00,3.50,49,"http://www.amazon.com/Nokia-Unlocked-MeeGo-Touchscreen-Black/dp/B005HA4W7K"
891,"Nokia","Nokia 7610 Unlocked Cell Phone with MP3/Video Player, RS-MMC--U.S. Version with Warranty (Black)","None Black The Nokia 7610 phone is small but powerful, with a megapixel camera and a provocative design that is sure to get noticed.",-1.00,2.10,19,"http://www.amazon.com/Nokia-7610-Unlocked-RS-MMC--U-S-Warranty/dp/B000JCSBQY"
895,"Nokia","Nokia Lumia 710 RM-809 T-Mobile Unlocked GSM Windows 7.5 Smartphone w/ 5MP Camera - Black","None Black Capable of running on T-Mobile's 4G network, the affordable Lumia 710 Windows Phone is as simple as it is smart, delivering high-performance hardware plus Nokia's best social and Internet experience.",99.99,3.50,88,"http://www.amazon.com/Nokia-RM-809-T-Mobile-Unlocked-Smartphone/dp/B009QP72VU"
896,"Nokia","Nokia 2720 Fold Unlocked Phone With 1.3mp Camera, Bluetooth and Speakerphone(Black)","Stay connected with friends and family, via the email functionality that is supported by the Nokia 2720 cell phone. The 1.3 MP camera of this Nokia cellular phone lets you capture good quality pictures, even at night. The integrated Bluetooth connectivity of this Nokia flip phone allows you to easily connect to hands-free devices like headsets and car kits. The Nokia 2720 supports message services such as SMS, MMS and video messaging, for easy communication. Enjoy entertainment on the go, with the built-in audio player of this Nokia cellular phone that supports some of the latest audio/video formats. With various organizing tools such as calendar, tasks, alarm, voice memo, calculator, converter, note pad/memo, this Nokia flip phone enables you to access these tools with just a press of a key.",-1.00,3.50,35,"http://www.amazon.com/Nokia-Unlocked-Camera-Bluetooth-Speakerphone/dp/B002VU785M"
897,"Nokia","Nokia N76 Unlocked Cell Phone with 2 MP Camera, International 3G, MP3/Video Player, MicroSD Slot - US Version with Warranty (Black)","Intelligent inside, dynamic outside. The Nokia N76 is a revolution in on-touch technology. Play thousands of songs without ever opening your devices. Shoot high-resolution images. Connect instantly to the web. Upload and share via Flickr. Search and surf with Nokia Web Browser and Mini Map. The Nokia N76 is the multimedia computer that lets you do it all; and with personal color options, tempered glass, and mirrored steel, you'll stand out doing it.",-1.00,3.00,8,"http://www.amazon.com/Nokia-Unlocked-Camera-International-MicroSD/dp/B000RUQLTW"
